,author,shortcode,timestamp,likes,comments,caption
391,glowmaven,CRglD4FHrbJ,1626698322,140,13,"Photo by Latham Thomas in Online with @karmatudor, @carolsdaughter, @mamaglow, @crimson_fig, and @drbennettmfm. May be an image of 2 people and text that says 'M MAMA GLOW WEBINA R Racha Tahani Lawler, Ebonie Karma Tudor, Terri-Ann Bennett, MD, & Latham Thomas Exploring Your Birth Options WEDNESDAY 07.21.21 6:30-8:00 ET PRESENTED BY Carols Daughter Racha Tahani Lawler Certified rofessional Midwife @Crimson_Fig Ebonie Karma Tudor Certified Doula @KarmaTudor Terri-Ann Bennett, MD Clinical Prof, OB/Gyn @DrBennettMFM Latham Thomas Founder, Mama Glow @GlowMaven REGISTER NOW: mamaglow.com'."
392,glowmaven,CRX1DL_nDfZ,1626404715,1472,32,"Photo shared by Latham Thomas on July 15, 2021 tagging @jessicaalba, and @loveshackfancy. May be an image of 2 people, people standing and indoor."
393,glowmaven,CRSZC5UgCil,1626222261,1700,111,"Photo shared by Latham Thomas on July 13, 2021 tagging @fulanosworld. May be an image of 1 person, standing and brick wall."
394,glowmaven,CRO8FP3nfQS,1626106413,6272,437,"Photo by Latham Thomas on July 12, 2021. May be an image of one or more people."
395,glowmaven,CRAf9winObh,1625621909,822,53,"Photo shared by Latham Thomas on July 06, 2021 tagging @nycgoblin, and @nikewomen. May be an image of 1 person, footwear and text that says 'Ni(M) sound Conversations for Black Moms-to-Be'."
396,realmomnutrition,CSomfhkrZNa,1629114992,78,1,"Photo shared by Sally/Real Mom Nutrition on August 16, 2021 tagging @lunchbots, @planetbox, @healthy.family.project, and @bentgo. May be an image of indoor."
397,realmomnutrition,CSfJWV8NCNM,1628797723,431,19,"Photo shared by Sally/Real Mom Nutrition on August 12, 2021 tagging @lunchbots. May be an image of fruit."
398,realmomnutrition,CR4VskVNYrp,1627495574,211,6,"Photo by Sally/Real Mom Nutrition on July 28, 2021. May be an image of 1 person and indoor."
399,realmomnutrition,CRzF1JwtRvj,1627319483,179,11,"Photo by Sally/Real Mom Nutrition on July 26, 2021. May be an image of drink and text that says 'Is Sparkling Water Okay For Kids? Is it healthy? SPARKLING GAT WATE LIME NATURALLY ESSENCED Is it bad for teeth? Is it hydrating? Is it bad for bones? roix 12F.00 -M= INNOCENT! kc SODIUM GET THE FACTS! Real Mom Nutrition'."
400,realmomnutrition,CRg7rfctYTN,1626710181,29,2,"Photo by Sally/Real Mom Nutrition on July 19, 2021. May be an image of text that says 'REAL MOM NUTRITION READER MEET-UP! T-UP September 19 2021 Columbus, Ohio'."
401,realmomnutrition,CRM5S0Htx2U,1626037842,201,9,"Photo by Sally/Real Mom Nutrition on July 11, 2021. May be an image of food and text that says 'Veggie nuggets shredded carrots broccoli egg breadcrumbs garlic shredded cheese spices REAL MOM NUTRITION no-judgement zone for eeding your family'."
402,realmomnutrition,CPtHY_mNe5S,1622824007,269,9,"Photo by Sally/Real Mom Nutrition on June 04, 2021. May be an image of drink."
403,realmomnutrition,COidqZ7tI1Y,1620319102,828,36,"Photo by Sally/Real Mom Nutrition on May 06, 2021. May be an image of one or more people and indoor."
404,realmomnutrition,COQiD8hNC1l,1619717428,427,17,"Photo by Sally/Real Mom Nutrition on April 29, 2021. May be an image of 1 person and text that says 'Real Mom Nutrition Posted by Sally Kuzemchak 29 mins My 12 year old, giving me a hug, yesterday evening: ""Thank you for making dinner, even though didn't really like it."" Alright kid, I'll take it.'."
405,realmomnutrition,CN7vcgML7mY,1619019802,100,15,"Photo by Sally/Real Mom Nutrition on April 21, 2021. May be an image of coconut and text."
406,realmomnutrition,CNnXhs7rABK,1618336173,251,9,"Photo by Sally/Real Mom Nutrition on April 13, 2021. May be an image of food and indoor."
407,realmomnutrition,CNgD9GhrZEt,1618091031,343,63,"Photo by Sally/Real Mom Nutrition on April 10, 2021. May be an image of dog."
408,techsavvymama,CSwqY4GLhfF,1629385470,50,3,Traffic waiting to cross washed out bridge in Southern Haiti
409,techsavvymama,CSuDmBtL_AJ,1629298022,45,10,Photo by Leticia Barr (she/her) in Haiti. May be an image of text that says 'HATT LATEST POST 4 WAYS TO HELP PROVIDE EARTHQUAKE RELIEF FOR HAITI'.
410,techsavvymama,CSrSbp9rqDk,1629205138,95,23,Woman holding personal record brag board after 500 meter Orange Theory benchmark
411,techsavvymama,CSmdPVtLdKo,1629043032,32,0,Newspaper and literary magazine on a table with flowers
412,techsavvymama,CSj0IDmLrRn,1628954368,147,30,Haiti earthquake breaking news
413,techsavvymama,CShGPKErVkz,1628863200,51,6,Teacher in sunglasses in front of school with school bus
414,techsavvymama,CSb8kBYLmuT,1628690356,236,51,"Photo by Leticia Barr (she/her) on August 11, 2021. May be an image of 2 people and outdoors."
415,techsavvymama,CSWuVcGrwOT,1628515124,135,36,"Photo by Leticia Barr (she/her) in Cambridge, Maryland. May be an image of tree and outdoors."
416,techsavvymama,CSS42Tsr-Ht,1628386419,89,15,Beer with a menu at an outside table
417,techsavvymama,CSO-IoFLCCi,1628254972,128,32,Reflection of woman in pink gown at doctors office
418,techsavvymama,CSKA1ZRLCPB,1628088616,82,15,"Photo shared by Leticia Barr (she/her) on August 04, 2021 tagging @toyotausa. May be an image of 1 person and dog."
419,techsavvymama,CR6dUWurQsM,1627566678,81,11,Group of of people in front of Cinderella's castle and Walt Disney World Magic Kingdom
420,chrisburkard,CSx0tetlLJy,1629424437,77603,679,"Photo by ChrisBurkard in Arctic with @danedamus. May be an image of nature, ocean and water."
421,chrisburkard,CSvwT8HL2oS,1629355021,64109,279,"Photo by ChrisBurkard on August 18, 2021. May be an image of fire and nature."
422,chrisburkard,CSo52O5Bb7z,1629125140,54614,301,"Photo by ChrisBurkard in Iceland. May be an image of ocean, twilight, beach, coast and nature."
423,chrisburkard,CSgA2HUFuhQ,1628827264,42157,301,
424,chrisburkard,CSa0RX0Ld_5,1628652454,63004,417,"Photo by ChrisBurkard in Iceland. May be an image of nature, twilight, beach, ocean and coast."
425,chrisburkard,CSXeS5ThTZW,1628540269,35017,190,Photo by ChrisBurkard in Iceland. May be an image of mountain and nature.
426,chrisburkard,CSVBdAChkl8,1628458039,62453,262,"Photo shared by ChrisBurkard on August 08, 2021 tagging @beccaspeak, and @luanasilva__. May be an image of nature."
427,chrisburkard,CSN0PatFdab,1628216231,68419,349,Photo by ChrisBurkard in Iceland. May be an image of nature and snow.
428,chrisburkard,CSKoyY5hcRL,1628110470,19736,198,
429,chrisburkard,CSH8aV4Bf9M,1628019221,10195,89,
430,chrisburkard,CR9aUfFFRFG,1627665770,101638,617,"Photo by ChrisBurkard on July 30, 2021. May be an image of cloud and nature."
431,chrisburkard,CR7OA70Fo30,1627592209,46782,205,"Photo by ChrisBurkard on July 29, 2021. May be an image of nature."
432,wil_dasovich,CSlTkvSpCx6,1629004736,7672,97,
433,wil_dasovich,CSa_mzJFjx9,1628658397,15767,115,"Photo shared by Wil Dasovich on August 10, 2021 tagging @citygardengrandhotel, @tsongandtsonggo, and @kidoriman_lifestyle. May be an image of 1 person, standing and indoor."
434,wil_dasovich,CSYkTiglEZ4,1628576975,6845,73,"Photo by Wil Dasovich in City Garden Grand Hotel. May be an image of 1 person, drink and outdoors."
435,wil_dasovich,CSVwaFCFRJG,1628482656,33313,88,"Photo shared by Wil Dasovich on August 08, 2021 tagging @solenn, @nicobolzico, and @aiaphilippines. May be an image of 4 people, child, people standing and outdoors."
436,wil_dasovich,CSLK8PWF_nr,1628127469,31541,371,"Photo shared by Wil Dasovich on August 04, 2021 tagging @charrydasovich, and @tilidahli. May be an image of 2 people, child, people standing and indoor."
437,wil_dasovich,CSJWwjsF3Y3,1628066556,6090,31,"Photo shared by Wil Dasovich on August 04, 2021 tagging @rodemic, @dylanefron, and @tsongandtsonggo. May be an image of 1 person, standing and outdoors."
438,wil_dasovich,CSDh0GLFQ5r,1627871025,13735,535,"Photo by Wil Dasovich in Sintra, Portugal with @cuts. May be an image of 1 person, standing, outdoors and castle."
439,wil_dasovich,CR-Y-sKHGXp,1627698621,15412,90,"Photo shared by Wil Dasovich on July 30, 2021 tagging @charrydasovich, and @rlc_residences. May be an image of 2 people, child, people sitting and indoor."
440,wil_dasovich,CR8ELSOLckC,1627620606,33872,410,"Photo shared by Wil Dasovich on July 29, 2021 tagging @cuts, and @antoniodorey. May be an image of 1 person, standing and outdoors."
441,wil_dasovich,CR5iJlQMvnG,1627535657,25831,165,"Photo by Wil Dasovich in Sintra, Portugal with @haleytakesontheworld, @charrydasovich, @cuts, and @pudragis. May be an image of 4 people, people standing and outdoors."
442,wil_dasovich,CR28ZsOsLe9,1627448757,15186,134,"Photo by Wil Dasovich on July 27, 2021. May be an image of 1 person, standing, monument, outdoors and castle."
443,wil_dasovich,CRv74XSAA15,1627213729,5708,74,
444,thebucketlistfamily,CSso0-xHek-,1629250612,129776,1114,
445,thebucketlistfamily,CSkgTjQhBw4,1628977531,235593,1341,"Photo shared by The Bucket List Family on August 14, 2021 tagging @thebucketlistfamily. May be an image of 1 person, child, standing and outdoors."
446,thebucketlistfamily,CScGL5WF8gx,1628695401,252085,3072,"Photo shared by The Bucket List Family on August 11, 2021 tagging @thebucketlistfamily, and @caligee. May be an image of 2 people, child, people standing and outdoors."
447,thebucketlistfamily,CSW1MKpHCwx,1628518718,134393,1018,"Photo by The Bucket List Family in Camp Amalinda, Matopo Hills with @garrettgee, @jessgee, @dorothygee, @manillagee, @theamalindasafaricollection, @thebucketlistfamily, @amalinda_lodge, @caligee, and @thebucketliststudios. May be an image of nature."
448,thebucketlistfamily,CSCKNA4nl1V,1627825127,97297,794,
449,thebucketlistfamily,CSAa53fgWOu,1627766904,32175,233,
450,thebucketlistfamily,CRzfVN6jHJ7,1627333212,74837,443,
451,thebucketlistfamily,CRtZmb3jLcP,1627128729,76495,476,
452,thebucketlistfamily,CRmUi4qDdMa,1626891305,112000,953,
453,thebucketlistfamily,CRVUmBSDsPG,1626320694,100435,517,
454,thebucketlistfamily,CRPFLg-jrCI,1626111182,117213,405,"Photo shared by The Bucket List Family on July 12, 2021 tagging @garrettgee, @jessgee, @dorothygee, @manillagee, @thebucketlistfamily, @matetsivictoriafalls, and @caligee. May be an image of 5 people, people standing and outdoors."
455,thebucketlistfamily,CRHWOGgjKpi,1625851702,123463,1152,
456,izkiz,CSCjaM-Kaha,1627838373,5976,163,
457,izkiz,CR1sYT9JHRK,1627406803,6508,165,"Photo by Jennifer Tuffen in Paris, France with @izkiz, and @izkizapp. May be an image of outdoors."
458,izkiz,CRt9ygpqmeM,1627147539,5661,155,
459,izkiz,CRo3XTKp2p9,1626976354,6401,164,"Photo shared by Jennifer Tuffen on July 22, 2021 tagging @izkiz, and @izkizapp. May be an image of one or more people and outdoors."
460,izkiz,CRb1il1qmDr,1626539240,8857,205,
461,izkiz,CRJ47iUJxzF,1625936988,14232,272,"Photo shared by Jennifer Tuffen on July 10, 2021 tagging @izkiz, and @izkizapp. May be an image of 1 person, flower and outdoors."
462,izkiz,CQWY0qmpeUn,1624208878,5519,212,"Photo by Jennifer Tuffen in West Wittering Beach with @izkiz, and @izkizapp. May be an image of one or more people, people sitting and outdoors."
463,izkiz,CQEP6DRJ0um,1623600224,8540,379,"Photo shared by Jennifer Tuffen on June 13, 2021 tagging @visitsaudi. May be an image of one or more people, people standing and outdoors."
464,izkiz,CQBxgnIJopV,1623517178,8316,229,"Photo shared by Jennifer Tuffen on June 12, 2021 tagging @izkiz, and @izkizapp. May be an image of outdoors."
465,izkiz,CPdkeqZpRNC,1622302387,5611,222,"Photo by Jennifer Tuffen in Sussex, England with @izkiz, and @izkizapp. May be an image of 1 person, flower and outdoors."
466,izkiz,COLYLa8pW-H,1619544474,11917,244,"Photo by Jennifer Tuffen in Santorini with @izkiz, and @izkizapp. May be an image of body of water."
467,izkiz,CODdrZCJJHn,1619278922,12428,180,"Photo shared by Jennifer Tuffen on April 24, 2021 tagging @izkizapp. May be an image of fruit."
468,thrivewithco,CSrlyHIFANz,1629215292,12,4,"Photo by CO— by USCC on August 17, 2021. May be an image of 1 person."
469,thrivewithco,CSe1gzin-gV,1628787340,15,7,"Photo shared by CO— by USCC on August 12, 2021 tagging @curecrate. May be an image of 1 person, standing, outdoors and text that says 'all'."
470,thrivewithco,CScGnErNssP,1628695634,9,1,"Photo by CO— by USCC on August 11, 2021. May be an image of one or more people and text that says '""A vaccinated workforce is a safer workforce."" -Tom West, deputy assistant secretary, U.S. Treasury Department's Office of Tax Policy CO-'."
471,thrivewithco,CSW4TLVLexL,1628520367,13,3,"Photo shared by CO— by USCC on August 09, 2021 tagging @treasurydept, and @sbagov. May be an image of text that says 'SMALL BUSINESS UPDATE August 9,2021, Ipm ET'."
472,thrivewithco,CSMqiTureBz,1628177598,11,3,"Photo shared by CO— by USCC on August 05, 2021 tagging @mm_doggieretreat. May be an image of 1 person, dog and outdoors."
473,thrivewithco,CSJ3HBKtV3h,1628083530,7,1,"Photo by CO— by USCC on August 04, 2021. May be an image of text that says 'Small Business News Many employers (and self-employed individuals) will now be able to claim tax credits for wages paid to employees who take time off to accompany or care for family members who get vaccinated. cO-'."
474,thrivewithco,CSHlh6VLQ22,1628007207,10,2,"Photo shared by CO— by USCC on August 03, 2021 tagging @linadarrisaw, @csuitecoach, @libbylivingcolorfully, @thezensucculent, and @rhoback. May be an image of text that says '» CO by U.S. CHAMBER OF COMMERCE ROADMAP for REBUILDING Perfecting Your Social Media Strategy 08.05 12PM ET RSVP NOW'."
475,thrivewithco,CR9LIYCrPZt,1627657816,15,2,"Photo shared by CO— by USCC on July 30, 2021 tagging @cheerscreative, and @digitalcoachesprogram. May be an image of 1 person, standing and outdoors."
476,thrivewithco,CR7P4Xxgy99,1627593199,9,4,"Photo shared by CO— by USCC on July 29, 2021 tagging @gothamgreens, @brightfarms, @aerofarms, @boweryfarming, and @localbounti.official. May be an image of 1 person and tomato."
477,thrivewithco,CR1ZptKNLlR,1627396999,9,3,"Photo shared by CO— by USCC on July 27, 2021 tagging @aptive_resources. May be a closeup of 1 person."
478,thrivewithco,CRonaH9NfBc,1626967999,15,6,"Photo by CO— by USCC on July 22, 2021. May be an image of text that says 'Small Business News New grant competition supports entrepreneurship among minority university and college students cO-'."
479,thrivewithco,CRkPfKpsgEE,1626821244,17,4,"Photo shared by CO— by USCC on July 20, 2021 tagging @southlacafe. May be an image of 2 people and text."
